-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 01/01/2023 
Location: Latitude  -0.735   Longitude -0.7906 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS50M                   MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX               MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,PS,WS10M,WS10M_MAX,WS50M,WS50M_MAX
2022,7,18,5.07,6.32,0.54,397.9,97.58,118.23,12.75,0.36,1.83,4.27,101.51,4.85,5.32,5.31,5.89
2022,7,19,6.66,6.67,0.71,359.45,126.2,125.7,16.02,0.43,2.24,4.58,101.45,5.21,5.91,5.7,6.48
2022,7,20,6.42,6.44,0.69,362.62,121.45,121.18,15.36,0.41,2.15,4.41,101.37,4.99,5.69,5.45,6.23
2022,7,21,5.59,6.07,0.59,384.65,106.14,114.0,13.36,0.36,1.87,3.95,101.35,4.41,4.65,4.73,4.98
2022,7,22,5.62,6.26,0.59,390.4,108.03,118.53,13.8,0.38,1.95,4.27,101.34,4.79,5.42,5.12,5.84
2022,7,23,5.69,6.42,0.6,399.29,109.74,121.73,14.2,0.38,1.98,4.44,101.33,4.98,5.31,5.3,5.68
2022,7,24,6.0,6.35,0.63,387.55,114.47,119.85,14.52,0.38,1.98,4.34,101.36,4.84,5.69,5.11,6.05
2022,7,25,6.04,6.09,0.64,387.73,114.62,115.07,14.33,0.38,1.99,3.0,101.41,3.26,3.95,3.37,4.19
2022,7,26,2.83,5.92,0.3,414.55,57.95,113.04,7.84,0.22,1.1,4.21,101.37,4.73,5.65,5.07,6.09
2022,7,27,5.95,6.27,0.62,392.05,114.18,119.28,14.43,0.4,2.05,5.16,101.31,5.88,6.4,6.39,7.04
2022,7,28,5.93,6.32,0.62,393.93,113.66,119.88,14.38,0.4,2.08,4.8,101.36,5.48,6.02,5.95,6.6
2022,7,29,5.99,6.63,0.63,388.94,115.71,126.2,14.93,0.41,2.15,3.75,101.44,4.21,5.28,4.52,5.73
2022,7,30,5.18,6.56,0.55,384.02,100.43,123.66,13.19,0.38,1.91,3.44,101.55,3.84,4.36,4.12,4.72
2022,7,31,6.2,6.57,0.65,384.18,118.06,123.8,15.03,0.42,2.23,4.77,101.54,5.46,5.66,5.98,6.23
2022,8,1,6.47,6.67,0.68,380.52,123.3,126.0,15.74,0.45,2.32,5.5,101.5,6.34,6.77,7.0,7.52
2022,8,2,6.41,6.89,0.67,374.59,122.76,130.06,15.97,0.46,2.4,4.95,101.49,5.65,6.53,6.16,7.2
2022,8,3,6.52,6.8,0.68,359.88,123.74,127.85,15.88,0.44,2.27,4.42,101.41,4.95,5.41,5.27,5.82
2022,8,4,6.38,6.85,0.66,369.83,121.48,128.71,15.75,0.44,2.23,4.28,101.37,4.77,5.19,5.03,5.5
2022,8,5,6.34,6.78,0.66,369.43,120.51,127.35,15.55,0.43,2.22,3.73,101.48,4.09,4.58,4.27,4.81
2022,8,6,6.03,6.65,0.62,375.7,115.53,125.54,14.91,0.42,2.16,3.19,101.46,3.46,3.91,3.58,4.04
2022,8,7,5.53,6.54,0.57,388.24,107.16,123.98,13.88,0.4,2.03,3.08,101.37,3.34,4.31,3.43,4.5
2022,8,8,5.56,6.44,0.57,396.68,107.16,121.91,13.7,0.38,1.95,4.23,101.37,4.68,5.12,4.93,5.41
2022,8,9,3.11,6.26,0.32,402.53,63.23,116.93,8.41,0.24,1.24,3.37,101.37,3.68,4.98,3.83,5.25
2022,8,10,5.09,6.19,0.52,394.82,98.1,116.52,12.4,0.35,1.81,3.58,101.39,3.95,5.46,4.12,5.82
2022,8,11,5.48,6.45,0.56,397.25,106.65,123.18,13.75,0.4,2.08,4.16,101.36,4.62,5.72,4.88,6.11
2022,8,12,4.22,6.3,0.43,406.23,83.27,119.48,10.93,0.31,1.59,4.09,101.38,4.55,4.98,4.84,5.35
2022,8,13,5.15,6.31,0.52,406.81,99.59,119.31,12.75,0.38,1.92,4.22,101.44,4.74,5.48,5.06,5.92
2022,8,14,5.2,6.28,0.53,396.53,100.59,119.02,12.78,0.36,1.87,4.77,101.39,5.42,6.12,5.88,6.66
2022,8,15,5.34,6.45,0.55,409.41,103.46,121.8,13.24,0.38,1.94,5.53,101.27,6.38,6.73,7.02,7.41
2022,8,16,5.43,6.46,0.55,402.77,104.13,120.72,13.2,0.38,1.91,3.77,101.33,4.26,5.76,4.59,6.3
2022,8,17,6.69,6.78,0.68,378.86,126.6,127.01,16.03,0.45,2.37,1.41,101.36,1.52,2.16,1.56,2.24
2022,8,18,6.4,6.44,0.65,371.63,120.94,121.01,15.05,0.41,2.13,3.3,101.42,3.7,5.06,3.91,5.44
2022,8,19,5.91,6.13,0.6,383.25,111.58,114.68,13.66,0.38,1.97,4.41,101.44,5.0,5.63,5.43,6.2
2022,8,20,5.51,6.13,0.55,390.38,104.52,114.45,12.84,0.35,1.82,3.36,101.45,3.81,5.77,4.15,6.39
2022,8,21,6.35,6.41,0.64,382.5,119.72,119.84,14.8,0.41,2.16,1.19,101.36,1.27,2.16,1.34,2.3
2022,8,22,5.29,6.28,0.53,395.73,102.91,119.23,13.0,0.37,1.91,5.01,101.36,5.75,7.2,6.27,7.96
2022,8,23,4.51,6.32,0.45,401.42,89.28,119.79,11.41,0.33,-999.0,5.41,101.33,6.21,7.05,6.82,7.77
2022,8,24,4.51,6.31,0.45,388.23,88.52,118.66,11.26,0.31,1.59,2.89,101.47,3.23,5.6,3.44,6.12
2022,8,25,5.97,6.21,0.6,382.9,112.38,116.32,13.46,0.37,-999.0,2.22,101.49,2.4,2.77,2.47,2.88
2022,8,26,5.54,6.37,0.55,398.58,107.06,120.18,13.41,0.36,1.84,3.98,101.4,4.48,6.66,4.8,7.36
2022,8,27,5.97,6.36,0.59,394.16,115.07,120.55,14.35,0.4,2.07,6.0,101.21,6.98,7.82,7.81,8.73
2022,8,28,5.35,6.53,0.53,411.59,104.59,123.71,13.37,0.38,1.93,5.16,101.23,5.94,6.89,6.55,7.67
2022,8,29,6.11,6.45,0.61,383.49,116.34,121.18,14.39,0.41,2.12,2.8,101.33,3.09,4.32,3.24,4.62
2022,8,30,6.29,6.53,0.62,394.57,121.49,124.9,15.18,0.44,-999.0,3.1,101.36,3.42,5.34,3.6,5.75
2022,8,31,5.16,6.77,0.52,406.55,103.33,130.57,13.59,0.38,1.95,4.88,101.35,5.57,6.91,6.06,7.57
2022,9,1,4.88,6.81,0.48,408.15,98.38,130.89,13.01,0.37,-999.0,3.82,101.33,4.3,5.8,4.62,6.34
2022,9,2,4.98,6.7,0.49,402.84,99.04,127.8,12.87,0.37,1.91,3.49,101.47,3.9,4.46,4.14,4.77
2022,9,3,4.97,6.47,0.49,414.03,98.34,123.04,12.42,0.35,1.82,4.18,101.55,4.7,5.46,5.02,5.88
2022,9,4,5.41,6.59,0.53,405.38,106.68,125.83,13.62,0.4,2.09,4.36,101.57,4.9,5.44,5.2,5.81
2022,9,5,4.59,6.86,0.45,407.3,93.26,131.91,12.52,0.36,1.85,5.14,101.51,5.84,6.05,6.3,6.53
2022,9,6,4.97,6.91,0.49,410.65,100.3,133.13,13.38,0.38,1.96,4.86,101.43,5.49,6.53,5.88,7.07
2022,9,7,5.74,7.07,0.56,409.34,114.3,135.85,15.12,0.44,2.27,4.52,101.37,5.07,5.42,5.38,5.77
2022,9,8,6.35,7.01,0.62,396.68,123.56,132.98,15.93,0.45,2.33,3.6,101.3,3.98,4.92,4.16,5.18
2022,9,9,4.52,6.85,0.45,424.27,90.85,130.23,12.11,0.34,1.78,3.81,101.37,4.23,5.31,4.45,5.65
2022,9,10,5.48,6.53,0.54,407.2,107.27,124.13,13.59,0.39,-999.0,3.42,101.46,3.77,4.32,3.94,4.56
2022,9,11,5.46,6.5,0.53,412.97,107.21,123.93,13.3,0.38,-999.0,2.54,101.42,2.75,3.34,2.82,3.45
2022,9,12,5.17,6.61,0.51,410.34,101.54,124.64,12.92,0.37,1.93,3.51,101.35,3.88,4.59,4.05,4.85
2022,9,13,6.15,6.84,0.6,403.83,119.71,129.83,15.22,0.44,2.27,3.09,101.26,3.38,3.89,3.48,4.04
2022,9,14,5.23,6.83,0.51,402.27,103.65,130.25,13.41,0.38,1.96,2.94,101.24,3.21,3.73,3.3,3.86
2022,9,15,4.92,6.84,0.48,411.19,98.62,130.57,12.98,0.38,1.91,3.93,101.37,4.38,5.41,4.63,5.81
2022,9,16,6.17,6.88,0.6,398.55,120.47,131.04,15.36,0.44,2.28,4.31,101.32,4.84,5.79,5.16,6.24
2022,9,17,5.78,6.59,0.56,398.95,112.02,124.31,13.97,0.39,2.04,3.65,101.22,4.05,4.52,4.28,4.78
2022,9,18,5.91,6.47,0.57,403.86,114.06,122.91,13.98,0.39,-999.0,3.72,101.25,4.16,5.13,4.44,5.54
2022,9,19,5.43,6.65,0.52,421.89,106.37,126.01,13.53,0.38,2.01,4.2,101.28,4.73,5.6,5.05,6.05
2022,9,20,5.34,6.82,0.52,417.02,106.0,130.26,13.82,0.4,2.05,3.75,101.23,4.17,4.67,4.41,4.98
2022,9,21,6.41,6.81,0.62,404.7,125.49,130.85,15.83,0.43,2.21,3.75,101.27,4.17,5.13,4.43,5.47
2022,9,22,5.75,7.03,0.55,411.64,115.38,136.66,15.32,0.44,2.26,3.41,101.23,3.78,4.98,4.01,5.33
2022,9,23,5.88,7.03,0.57,418.5,117.68,136.22,15.52,0.45,2.34,4.46,101.25,5.05,5.85,5.41,6.3
2022,9,24,6.38,7.15,0.62,409.63,127.33,139.07,16.82,0.48,2.52,4.23,101.21,4.75,5.75,5.08,6.2
2022,9,25,6.03,7.15,0.59,415.34,121.03,138.98,16.15,0.46,2.4,4.22,101.21,4.72,5.28,5.02,5.66
2022,9,26,6.33,7.05,0.61,408.82,125.86,137.51,16.38,0.46,-999.0,4.3,101.27,4.84,5.05,5.16,5.41
2022,9,27,6.31,7.13,0.61,412.79,125.58,138.39,16.49,0.47,2.45,4.23,101.36,4.75,5.37,5.05,5.76
2022,9,28,6.3,7.22,0.61,401.43,125.78,140.34,16.63,0.48,2.47,4.7,101.32,5.32,5.75,5.73,6.23
2022,9,29,5.44,7.02,0.52,414.53,108.84,135.46,14.41,0.41,2.09,3.16,101.2,3.5,5.46,3.69,5.84
2022,9,30,6.21,7.07,0.6,404.85,123.23,136.76,16.13,0.46,2.4,3.32,101.23,3.66,4.09,3.83,4.27
2022,10,1,6.33,7.19,0.61,400.32,126.32,139.65,16.73,0.48,2.47,3.95,101.35,4.38,4.88,4.62,5.14
2022,10,2,6.56,7.06,0.63,411.46,129.2,136.59,16.71,0.47,2.45,2.3,101.38,2.52,4.21,2.63,4.45
2022,10,3,5.45,7.3,0.52,421.63,111.09,142.69,15.23,0.45,2.27,3.66,101.28,4.09,4.59,4.35,4.89
2022,10,4,6.43,7.13,0.62,413.24,127.41,138.0,16.7,0.48,2.49,4.17,101.15,4.71,5.31,5.05,5.75
2022,10,5,6.25,6.9,0.6,407.55,121.91,131.87,15.51,0.43,2.23,4.44,101.21,5.0,5.42,5.37,5.84
2022,10,6,6.76,7.22,0.65,395.45,133.11,139.57,17.3,0.48,2.48,3.83,101.27,4.26,5.18,4.52,5.56
2022,10,7,4.56,7.2,0.44,409.27,92.71,138.56,12.88,0.37,1.88,3.14,101.23,3.45,4.16,3.61,4.4
2022,10,8,6.58,7.09,0.63,389.13,128.62,135.99,16.62,0.46,2.39,2.51,101.19,2.71,3.46,2.8,3.6
2022,10,9,6.77,7.21,0.65,391.78,132.84,138.95,17.22,0.48,2.48,2.73,101.27,2.97,3.69,3.07,3.84
2022,10,10,5.82,7.34,0.56,407.01,116.35,141.77,15.66,0.45,2.35,3.73,101.33,4.17,5.03,4.42,5.41
2022,10,11,6.98,7.08,0.67,389.46,135.12,135.38,17.26,0.47,2.45,3.63,101.27,4.03,4.78,4.26,5.1
2022,10,12,5.17,7.19,0.5,405.98,104.61,139.37,14.12,0.4,2.05,2.67,101.16,2.91,4.27,3.01,4.48
2022,10,13,6.26,7.24,0.6,417.42,125.05,140.98,16.64,0.48,2.47,3.66,101.16,4.08,4.72,4.31,5.03
2022,10,14,6.17,7.01,0.59,410.78,121.6,134.87,15.87,0.45,2.33,4.53,101.22,5.13,6.0,5.53,6.51
2022,10,15,5.74,7.06,0.55,411.34,114.09,136.13,15.16,0.43,2.21,3.93,101.21,4.4,4.85,4.69,5.2
2022,10,16,5.17,7.15,0.5,419.11,104.65,139.36,14.4,0.41,2.12,2.98,101.18,3.27,4.41,3.44,4.7
2022,10,17,3.84,7.13,0.37,428.68,80.68,140.02,11.62,0.34,1.73,3.6,101.23,4.02,5.98,4.27,6.51
2022,10,18,4.93,7.23,0.48,428.14,101.98,142.55,14.23,0.42,2.15,5.75,101.31,6.64,7.05,7.32,7.81
2022,10,19,6.02,7.17,0.58,427.14,121.23,140.8,16.27,0.47,2.43,4.56,101.27,5.17,6.61,5.58,7.22
2022,10,20,6.14,7.11,0.59,426.75,122.88,138.91,16.34,0.47,2.44,4.31,101.13,4.87,5.55,5.21,5.99
2022,10,21,6.01,6.93,0.58,429.4,119.58,136.25,15.84,0.45,-999.0,4.4,101.16,4.95,5.68,5.27,6.11
2022,10,22,4.68,7.09,0.45,429.98,96.12,138.52,13.27,0.38,1.95,4.12,101.21,4.61,5.41,4.9,5.8
2022,10,23,5.45,7.13,0.53,429.44,110.26,139.33,14.99,0.43,2.21,3.7,101.25,4.16,5.18,4.41,5.58
2022,10,24,4.74,7.13,0.46,433.32,97.98,140.46,13.66,0.4,2.03,4.3,101.23,4.85,5.24,5.19,5.66
2022,10,25,4.35,7.05,0.42,432.6,91.18,139.09,12.97,0.38,1.95,4.61,101.15,5.24,5.62,5.66,6.09
2022,10,26,6.03,7.04,0.59,425.72,121.24,138.68,16.16,0.47,2.43,3.52,101.06,3.96,4.6,4.26,4.95
2022,10,27,4.71,7.06,0.45,431.09,96.95,139.03,13.35,0.38,1.93,4.13,101.14,4.71,5.41,5.12,5.93
2022,10,28,5.32,7.01,0.52,428.02,108.16,137.84,14.66,0.43,2.23,3.43,101.17,3.84,4.62,4.12,4.96
2022,10,29,5.72,7.06,0.55,425.91,114.97,139.12,15.64,0.46,2.38,2.93,101.1,3.23,4.03,3.41,4.27
2022,10,30,4.13,7.21,0.4,431.93,86.46,142.18,12.41,0.38,1.9,5.23,101.02,5.97,7.23,6.48,7.96
2022,10,31,5.02,7.23,0.49,423.58,103.43,143.09,14.38,0.43,2.22,5.27,101.05,6.02,7.16,6.55,7.86
2022,11,1,6.28,7.11,0.61,416.19,126.06,140.11,16.84,0.49,2.55,3.56,101.17,3.98,4.77,4.23,5.1
2022,11,2,5.09,6.99,0.5,424.51,103.77,137.66,14.23,0.42,2.16,4.52,101.2,5.12,5.52,5.5,5.97
2022,11,3,3.78,7.0,0.37,425.05,79.13,137.98,11.39,0.34,1.76,4.27,101.17,4.8,5.79,5.16,6.27
2022,11,4,6.52,6.91,0.64,412.3,129.2,135.37,16.78,0.48,2.53,3.42,101.14,3.8,4.76,4.02,5.1
2022,11,5,6.07,7.02,0.59,419.34,121.43,138.04,16.16,0.48,2.48,4.29,101.18,4.84,6.08,5.2,6.62
2022,11,6,6.34,7.0,0.62,423.29,126.16,137.12,16.64,0.48,2.53,4.82,101.22,5.49,6.15,5.94,6.66
2022,11,7,6.0,6.98,0.59,420.26,120.31,136.98,15.94,0.47,2.47,3.64,101.18,4.05,5.01,4.3,5.38
2022,11,8,5.34,7.01,0.52,423.41,107.21,138.02,14.55,0.43,2.23,4.42,101.19,5.0,6.77,5.39,7.45
2022,11,9,4.37,6.87,0.43,431.52,88.88,134.34,12.3,0.38,1.91,5.66,101.24,6.51,6.76,7.09,7.38
2022,11,10,3.41,6.7,0.34,421.16,71.12,130.95,10.02,0.3,1.56,5.69,101.19,6.52,7.5,7.09,8.23
2022,11,11,5.1,6.75,0.5,425.16,103.14,132.69,13.88,0.43,2.23,4.95,101.17,5.59,6.5,6.0,7.02
2022,11,12,5.87,6.95,0.58,425.44,117.71,136.9,15.72,0.48,2.48,5.49,101.22,6.28,6.62,6.83,7.23
2022,11,13,6.29,6.97,0.62,418.55,125.7,137.41,16.61,0.51,2.66,5.97,101.23,6.88,7.39,7.55,8.2
2022,11,14,5.97,6.91,0.59,423.02,119.41,135.88,15.88,0.49,2.63,5.44,101.25,6.24,6.61,6.83,7.27
2022,11,15,5.04,6.86,0.5,425.84,101.94,134.88,13.89,0.44,2.3,5.39,101.25,6.19,6.72,6.76,7.36
2022,11,16,4.84,6.88,0.48,428.52,98.55,135.39,13.61,0.43,2.2,4.25,101.21,4.77,5.27,5.09,5.66
2022,11,17,5.53,6.91,0.55,414.87,111.31,136.34,14.95,0.46,2.42,4.2,101.15,4.72,5.7,5.04,6.17
2022,11,18,5.04,6.82,0.5,419.28,101.88,134.1,13.73,0.44,2.3,4.59,101.05,5.2,5.71,5.61,6.17
2022,11,19,6.35,6.91,0.63,420.44,126.59,136.17,16.61,0.5,2.66,5.34,101.22,6.12,6.91,6.69,7.6
2022,11,20,5.72,6.88,0.57,418.86,114.6,135.0,15.45,0.5,2.7,4.25,101.17,4.8,5.08,5.15,5.46
2022,11,21,6.24,6.76,0.62,415.14,123.69,132.43,16.04,0.5,2.66,3.58,101.18,3.98,4.61,4.23,4.93
2022,11,22,6.03,6.75,0.6,420.6,119.89,133.74,15.7,0.5,-999.0,4.45,101.08,5.03,5.38,5.42,5.8
2022,11,23,6.49,6.83,0.65,407.77,128.09,133.69,16.57,0.51,2.75,3.58,101.02,3.97,4.58,4.2,4.87
2022,11,24,5.85,6.82,0.59,418.66,116.65,133.93,15.38,0.48,2.48,4.03,101.0,4.5,4.93,4.78,5.25
2022,11,25,5.56,6.62,0.55,417.14,110.64,129.16,14.41,0.44,2.3,4.2,101.12,4.71,4.97,5.03,5.32
2022,11,26,3.84,6.7,0.38,419.43,78.69,131.37,10.92,0.34,1.75,3.62,101.11,4.02,5.52,4.26,5.92
2022,11,27,4.38,6.6,0.44,424.23,89.35,129.45,12.15,0.39,2.03,3.98,100.95,4.45,4.68,4.73,5.0
2022,11,28,4.75,6.57,0.48,429.73,96.02,128.64,12.9,0.42,2.23,3.19,100.86,3.51,4.18,3.68,4.42
2022,11,29,6.21,6.7,0.62,415.04,122.79,132.45,15.94,0.5,-999.0,3.48,100.78,3.85,4.68,4.06,4.95
2022,11,30,5.96,6.79,0.59,421.53,118.84,133.42,15.59,0.5,2.63,4.16,100.82,4.65,4.91,4.96,5.27
2022,12,1,5.3,6.63,0.53,418.2,106.17,130.04,14.09,0.46,2.44,4.59,100.95,5.18,5.59,5.57,6.03
2022,12,2,4.28,6.55,0.43,424.9,87.42,128.51,12.06,0.41,2.12,4.71,100.91,5.34,5.59,5.74,6.04
2022,12,3,4.71,6.63,0.47,414.84,95.14,129.8,12.91,0.43,2.29,3.17,100.92,3.46,4.45,3.63,4.7
2022,12,4,6.41,6.57,0.64,409.31,125.92,128.45,16.09,0.5,2.72,4.34,100.95,4.87,6.43,5.2,6.95
2022,12,5,6.02,6.6,0.6,419.34,119.15,128.93,15.38,0.48,2.53,3.66,101.07,4.11,4.99,4.43,5.44
2022,12,6,5.76,6.45,0.58,421.48,113.91,125.71,14.69,0.46,2.44,4.48,101.1,5.04,6.45,5.41,6.98
2022,12,7,3.47,6.45,0.35,414.09,71.16,125.41,9.82,0.31,1.65,1.59,101.11,1.69,3.53,1.76,3.68
2022,12,8,6.66,6.71,0.67,403.33,130.53,130.99,16.68,0.53,2.93,3.83,101.02,4.23,5.18,4.51,5.55
2022,12,9,6.32,6.61,0.63,413.41,124.48,129.34,15.95,0.51,2.77,4.16,101.07,4.66,4.98,5.02,5.38
2022,12,10,6.01,6.7,0.6,420.69,119.44,131.57,15.63,0.51,2.77,3.44,101.14,3.81,4.11,4.08,4.39
2022,12,11,2.74,6.57,0.27,416.18,57.95,128.49,8.27,0.29,1.53,3.95,101.14,4.39,5.52,4.67,5.91
2022,12,12,6.21,6.36,0.62,406.92,120.76,123.19,15.19,0.49,2.72,3.52,101.07,3.88,5.12,4.1,5.46
2022,12,13,5.41,6.62,0.55,411.79,107.7,129.09,14.08,0.46,2.49,4.21,101.1,4.69,5.86,5.02,6.3
2022,12,14,5.8,6.59,0.59,418.09,114.87,128.91,14.8,0.48,2.61,3.48,101.08,3.85,4.55,4.06,4.85
2022,12,15,5.49,6.5,0.55,422.55,108.86,126.8,14.09,0.46,2.48,3.57,101.06,3.95,4.58,4.18,4.87
2022,12,16,5.54,6.44,0.56,417.8,109.64,125.73,14.09,0.45,2.41,3.5,100.97,3.88,4.91,4.1,5.27
2022,12,17,1.76,6.26,0.18,426.38,37.87,121.46,5.29,0.17,0.91,3.82,101.0,4.27,5.05,4.56,5.44
2022,12,18,6.22,6.57,0.62,412.3,122.74,128.5,15.77,0.5,2.71,2.3,101.1,2.49,3.79,2.61,3.99
2022,12,19,6.28,6.51,0.63,409.23,123.21,127.09,15.66,0.48,2.61,2.38,101.05,2.55,3.51,2.65,3.68
2022,12,20,6.38,6.65,0.64,410.96,125.88,130.36,16.17,0.5,2.66,3.73,101.03,4.09,4.74,4.32,5.02
2022,12,21,4.04,6.4,0.41,422.08,82.25,124.88,11.16,0.37,1.91,3.62,101.16,3.98,5.27,4.2,5.62
2022,12,22,5.7,6.32,0.57,416.64,112.16,123.23,14.41,0.46,2.5,3.32,101.25,3.63,4.32,3.81,4.58
2022,12,23,5.14,6.63,0.52,421.11,103.64,130.4,13.84,0.46,2.44,2.79,101.23,3.04,4.52,3.18,4.78
2022,12,24,5.84,6.79,0.59,411.91,116.52,133.62,15.45,0.51,2.77,2.07,101.18,2.21,2.97,2.29,3.09
2022,12,25,5.91,6.65,0.59,418.96,117.61,130.6,15.37,0.51,2.75,1.0,101.23,1.05,1.91,1.09,1.98
2022,12,26,6.21,6.64,0.62,414.76,122.87,130.18,15.88,0.52,2.82,1.91,101.2,2.05,2.84,2.12,2.96
2022,12,27,5.53,6.36,0.55,416.71,109.2,123.77,13.91,0.45,2.41,3.71,101.15,4.13,5.3,4.41,5.72
2022,12,28,5.94,6.19,0.59,412.81,115.88,120.33,14.43,0.48,-999.0,3.57,101.14,3.96,4.88,4.22,5.21
2022,12,29,5.43,6.38,0.55,420.84,107.1,123.84,13.57,0.45,2.39,3.65,101.09,4.04,4.8,4.31,5.12
2022,12,30,6.1,6.48,0.61,410.12,119.26,125.77,15.02,0.51,2.83,2.2,101.17,2.36,2.8,2.47,2.95
2022,12,31,5.35,6.54,0.54,410.71,105.46,127.3,13.64,0.46,2.54,1.19,101.17,1.25,1.9,1.29,1.97
2023,1,1,5.83,6.45,0.59,407.65,113.69,124.3,14.33,0.48,2.6,2.3,101.09,2.47,3.09,2.57,3.23
